0	92	36
1	106	37
2	105	37
3	102	39
4	83	35
5	102	38
6	85	31
7	105	37
8	105	37
9	105	36
10	89	37
11	104	38
12	100	38
13	99	38
14	111	37
15	116	38
16	99	37
17	100	37
18	100	35
19	107	36
20	96	35
21	90	35
22	89	37
23	72	34
24	85	37
25	94	37
26	105	36
27	113	39
28	93	38
29	122	39
30	85	33
31	79	30
32	85	35
33	109	38
34	86	34
35	90	35
36	113	36
37	85	37
38	106	38
39	122	40
40	216	39
41	254	40
42	194	38
43	217	39
44	234	40
45	240	39
46	213	40
47	252	39
48	251	40
49	239	39
50	212	39
51	230	40
52	226	39
53	181	38
54	220	39
55	259	40
56	249	39
57	231	39
58	225	39
59	227	39
60	220	39
61	233	40
62	232	40
63	203	39
64	222	40
65	214	39
66	213	39
67	229	40
68	223	39
69	215	39
70	226	40
71	232	40
72	217	40
73	219	40
74	247	40
75	245	39
76	225	40
77	229	39
78	227	39
79	214	40
80	94	37
81	87	32
82	112	37
83	98	36
84	112	40
85	100	35
86	98	38
87	97	36
88	93	33
89	91	36
90	107	37
91	99	37
92	106	38
93	96	36
94	117	37
95	108	37
96	89	35
97	127	39
98	93	34
99	100	37
100	104	35
101	106	37
102	105	37
103	98	37
104	97	36
105	101	36
106	94	35
107	84	35
108	109	39
109	92	37
110	113	33
111	110	37
112	111	36
113	101	36
114	94	36
115	79	35
116	89	36
117	105	39
118	77	38
119	109	34
120	81	59
