0	184	73
1	219	79
2	180	74
3	198	80
4	193	76
5	224	80
6	184	69
7	193	72
8	204	78
9	188	73
10	183	75
11	162	70
12	212	78
13	188	76
14	191	80
15	194	78
16	198	74
17	208	73
18	174	71
19	197	76
20	186	76
21	189	77
22	184	75
23	212	79
24	190	72
25	198	77
26	226	77
27	194	76
28	226	77
29	192	75
30	202	76
31	233	80
32	241	84
33	205	75
34	227	80
35	218	80
36	176	78
37	194	76
38	218	78
39	226	78
40	199	73
41	192	73
42	201	78
43	195	77
44	191	75
45	206	77
46	208	79
47	188	75
48	204	76
49	195	76
50	206	79
51	202	74
52	204	79
53	222	76
54	205	76
55	195	73
56	205	74
57	195	77
58	218	77
59	171	71
60	206	75
61	203	75
62	182	73
63	187	72
64	205	79
65	177	72
66	160	72
67	189	76
68	195	77
69	189	75
70	216	77
71	184	75
72	199	75
73	216	77
74	183	79
75	162	70
76	166	71
77	209	79
78	247	81
79	205	76
80	396	82
81	487	79
82	438	79
83	403	81
84	435	83
85	464	81
86	419	82
87	463	83
88	437	81
89	457	82
90	434	83
91	513	83
92	456	82
93	390	80
94	460	84
95	475	83
96	454	81
97	509	84
98	431	80
99	450	81
100	384	83
101	376	83
102	463	82
103	444	80
104	411	82
105	456	82
106	440	80
107	455	84
108	443	84
109	471	82
110	395	82
111	400	80
112	423	83
113	433	83
114	427	81
115	406	83
116	438	83
117	458	82
118	461	79
119	484	83
120	496	81
121	488	82
122	424	82
123	446	81
124	428	81
125	441	84
126	442	83
127	381	79
128	434	81
129	393	81
130	456	82
131	457	84
132	441	81
133	436	84
134	452	82
135	444	83
136	428	80
137	451	83
138	475	83
139	470	81
140	388	81
141	447	83
142	468	82
143	427	81
144	451	80
145	458	80
146	422	84
147	484	82
148	445	82
149	460	81
150	457	82
151	446	80
152	356	82
153	405	82
154	436	81
155	431	84
156	434	80
157	466	83
158	430	82
159	416	79
160	208	74
161	172	70
162	196	77
163	165	71
164	205	74
165	166	72
166	210	72
167	194	77
168	195	79
169	167	75
170	192	75
171	217	75
172	217	81
173	182	72
174	167	71
175	174	73
176	179	75
177	191	72
178	199	77
179	189	69
180	176	71
181	181	75
182	188	74
183	194	79
184	166	72
185	199	76
186	216	78
187	188	79
188	194	74
189	204	74
190	205	74
191	174	74
192	183	74
193	209	76
194	234	81
195	203	75
196	211	77
197	186	73
198	177	74
199	212	77
200	209	76
201	193	72
202	213	75
203	144	67
204	162	71
205	179	74
206	204	73
207	182	73
208	194	72
209	193	73
210	185	78
211	172	73
212	170	77
213	166	73
214	222	76
215	192	76
216	159	71
217	161	69
218	205	75
219	198	80
220	184	71
221	227	77
222	192	73
223	180	71
224	196	75
225	194	74
226	182	76
227	190	75
228	180	80
229	184	71
230	197	77
231	205	76
232	205	75
233	175	76
234	178	76
235	191	72
236	192	77
237	185	71
238	213	76
239	194	74
240	199	137
241	195	131
242	144	104
243	162	116
244	184	127
