0	405	173
1	403	174
2	523	187
3	540	193
4	502	184
5	524	188
6	525	194
7	500	193
8	464	184
9	548	198
10	432	180
11	422	177
12	546	193
13	449	187
14	480	193
15	419	174
16	544	186
17	471	182
18	506	186
19	487	189
20	523	186
21	481	187
22	482	193
23	526	194
24	454	184
25	458	184
26	541	192
27	561	201
28	539	199
29	486	191
30	476	187
31	499	185
32	452	182
33	472	181
34	525	189
35	440	186
36	539	190
37	532	188
38	506	192
39	452	182
40	506	195
41	496	194
42	494	192
43	492	190
44	482	187
45	467	188
46	492	184
47	471	188
48	524	191
49	508	191
50	491	181
51	538	196
52	526	193
53	444	181
54	472	184
55	473	183
56	408	174
57	514	187
58	440	174
59	543	192
60	526	197
61	490	176
62	476	182
63	451	179
64	468	183
65	535	196
66	534	190
67	462	190
68	453	182
69	553	194
70	465	185
71	440	182
72	499	188
73	453	183
74	495	191
75	542	189
76	480	183
77	486	185
78	439	184
79	460	188
80	523	189
81	482	183
82	473	192
83	458	183
84	475	179
85	471	189
86	548	197
87	493	189
88	477	184
89	500	187
90	494	187
91	448	183
92	447	185
93	550	197
94	563	195
95	548	183
96	492	193
97	487	190
98	503	185
99	547	187
100	481	187
101	410	169
102	492	188
103	517	187
104	404	178
105	504	189
106	417	179
107	517	184
108	544	199
109	476	184
110	478	191
111	499	186
112	493	186
113	530	190
114	528	188
115	508	192
116	468	188
117	495	193
118	521	193
119	468	185
120	509	188
121	479	194
122	557	191
123	446	187
124	566	193
125	572	197
126	488	187
127	505	187
128	525	191
129	482	192
130	487	190
131	439	180
132	485	188
133	469	187
134	436	186
135	450	182
136	518	199
137	446	183
138	468	192
139	473	188
140	450	182
141	456	186
142	496	189
143	507	194
144	468	183
145	441	173
146	576	198
147	409	179
148	532	193
149	471	184
150	541	188
151	456	177
152	449	183
153	536	195
154	565	198
155	541	186
156	444	183
157	491	179
158	444	185
159	506	191
160	496	186
161	484	193
162	509	188
163	462	184
164	456	183
165	481	190
166	487	186
167	532	186
168	512	189
169	477	182
170	488	187
171	441	176
172	518	189
173	475	191
174	513	188
175	471	195
176	541	194
177	536	190
178	473	185
179	515	185
180	531	189
181	445	182
182	510	187
183	547	193
184	466	181
185	530	194
186	504	199
187	462	191
188	482	190
189	474	183
190	462	180
191	461	180
192	475	197
193	524	193
194	478	190
195	459	189
196	454	185
197	489	188
198	400	175
199	423	183
200	1097	205
201	1041	206
202	1151	206
203	1119	207
204	1100	206
205	1128	205
206	1138	207
207	1179	203
208	1187	205
209	1248	205
210	1217	205
211	1265	206
212	1165	206
213	1222	207
214	1223	204
215	1158	206
216	1137	203
217	1189	209
218	1321	206
219	1131	205
220	1193	203
221	1082	204
222	1110	204
223	1075	204
224	1190	207
225	1208	206
226	1143	208
227	1164	209
228	998	204
229	1146	205
230	1249	206
231	1176	206
232	1098	202
233	1181	205
234	1062	200
235	1145	206
236	1103	205
237	1054	203
238	1077	204
239	1138	205
240	1267	206
241	1140	206
242	1096	203
243	1216	207
244	1158	206
245	1162	204
246	1099	203
247	1133	206
248	1086	200
249	1075	206
250	1057	203
251	1124	206
252	1186	203
253	1190	205
254	1160	208
255	1130	206
256	1108	203
257	1121	206
258	1161	206
259	1185	204
260	1231	206
261	1146	206
262	1148	200
263	1100	207
264	1105	204
265	1062	206
266	1078	201
267	1112	203
268	1056	204
269	1248	206
270	1039	201
271	1146	204
272	1300	206
273	1078	202
274	1163	206
275	1077	203
276	1056	207
277	1234	205
278	1173	203
279	1080	202
280	1152	207
281	1110	202
282	1097	201
283	1192	207
284	1272	207
285	1094	200
286	1059	205
287	1112	203
288	1102	202
289	1026	205
290	1040	202
291	1104	204
292	1115	205
293	1115	205
294	1221	205
295	1103	208
296	1146	206
297	1131	204
298	1121	201
299	1080	206
300	1176	207
301	1171	207
302	1200	206
303	1123	203
304	1191	205
305	1087	202
306	1330	204
307	1126	203
308	1161	206
309	1170	205
310	1252	205
311	1185	205
312	1035	203
313	1090	206
314	1149	203
315	980	206
316	1014	204
317	1119	206
318	1234	204
319	1151	203
320	1031	205
321	1178	203
322	1191	204
323	1175	207
324	1071	202
325	1223	206
326	1085	204
327	1184	205
328	1136	206
329	1128	204
330	1061	205
331	1196	203
332	1099	205
333	1195	206
334	1154	202
335	1172	203
336	1123	205
337	1096	203
338	1183	206
339	1134	201
340	1071	206
341	1062	204
342	1183	207
343	1153	205
344	1132	203
345	1174	208
346	1018	205
347	1247	208
348	1175	202
349	1207	207
350	1108	203
351	1141	204
352	1096	203
353	1142	206
354	1094	202
355	1156	207
356	1262	202
357	1159	203
358	976	202
359	1094	206
360	1111	204
361	1199	207
362	1036	204
363	1070	203
364	1106	209
365	1197	207
366	1094	205
367	1077	203
368	1030	201
369	1042	203
370	1076	201
371	1076	204
372	1066	208
373	1160	206
374	1123	204
375	1211	205
376	1199	206
377	1086	206
378	1070	201
379	1192	206
380	1122	205
381	1219	204
382	1044	207
383	1181	204
384	1195	204
385	1182	205
386	1328	206
387	1179	207
388	1198	207
389	1084	204
390	1178	208
391	1134	206
392	1108	207
393	1304	207
394	1311	208
395	1188	204
396	1085	203
397	983	203
398	1160	207
399	1234	207
400	485	190
401	527	189
402	533	192
403	507	191
404	411	184
405	449	183
406	488	187
407	472	189
408	512	190
409	466	185
410	508	196
411	496	187
412	468	187
413	458	188
414	465	187
415	559	192
416	519	190
417	523	195
418	538	190
419	538	196
420	484	183
421	570	189
422	513	190
423	488	185
424	466	185
425	528	194
426	460	184
427	481	184
428	468	182
429	441	183
430	468	188
431	478	188
432	518	187
433	564	192
434	539	194
435	483	189
436	459	184
437	510	191
438	485	186
439	544	189
440	523	198
441	553	194
442	483	185
443	503	187
444	473	190
445	443	183
446	538	190
447	519	191
448	473	177
449	522	190
450	513	184
451	428	184
452	523	192
453	479	190
454	448	187
455	487	189
456	440	182
457	514	190
458	470	190
459	540	192
460	508	188
461	560	198
462	556	192
463	498	189
464	505	188
465	520	193
466	486	186
467	550	194
468	541	195
469	540	192
470	460	189
471	510	186
472	504	190
473	484	197
474	470	182
475	517	193
476	484	187
477	461	178
478	490	185
479	486	184
480	522	192
481	499	190
482	484	183
483	524	185
484	502	189
485	470	187
486	551	196
487	502	191
488	519	190
489	483	196
490	459	189
491	469	182
492	548	190
493	447	188
494	476	193
495	499	192
496	536	188
497	581	194
498	516	186
499	511	188
500	467	186
501	474	183
502	529	190
503	487	192
504	532	196
505	495	186
506	532	192
507	519	188
508	565	195
509	502	187
510	533	193
511	495	183
512	467	193
513	399	179
514	518	184
515	467	191
516	496	188
517	513	188
518	458	188
519	524	196
520	503	182
521	529	185
522	492	184
523	435	180
524	523	188
525	485	186
526	459	184
527	457	184
528	459	193
529	500	187
530	447	180
531	523	189
532	542	195
533	569	186
534	498	190
535	550	195
536	463	185
537	501	186
538	506	190
539	518	185
540	490	186
541	475	186
542	525	192
543	460	188
544	518	192
545	487	186
546	426	182
547	505	187
548	549	194
549	481	186
550	476	189
551	432	182
552	506	190
553	528	195
554	554	196
555	482	185
556	506	186
557	598	198
558	463	185
559	569	191
560	577	192
561	526	188
562	526	194
563	445	191
564	525	200
565	466	181
566	496	188
567	534	187
568	529	192
569	430	186
570	528	193
571	525	187
572	465	186
573	412	180
574	562	198
575	534	189
576	488	183
577	506	192
578	462	190
579	494	180
580	484	189
581	536	190
582	458	184
583	446	179
584	489	192
585	519	192
586	423	182
587	429	180
588	560	200
589	446	181
590	473	189
591	569	196
592	530	196
593	480	186
594	475	188
595	455	189
596	468	186
597	507	187
598	501	187
599	547	181
600	471	329
601	431	306
602	430	316
603	416	294
604	410	296
605	462	317
606	423	300
607	464	323
608	460	314
609	428	295
